time,actor,id,durationOrDestinationId
1548,T,519,-1
1548,T,519,0
1548,S,0,15
1551,T,520,-1
1551,T,520,3
1551,S,3,15
1554,T,521,-1
1554,T,521,1
1554,S,1,9
1559,T,522,-1
1559,T,522,2
1559,S,2,6
1564,T,523,-1
1564,T,523,1
1564,S,1,9
1567,T,524,-1
1567,T,524,2
1567,S,2,10
1571,T,525,-1
1571,T,525,0
1571,S,0,15
1576,T,526,-1
1576,T,526,1
1576,S,1,7
1581,T,527,-1
1581,T,527,2
1581,S,2,5
1584,T,528,-1
1584,T,528,1
1584,S,1,11
1588,T,529,-1
1588,T,529,0
1588,S,0,14
1590,T,530,-1
1590,T,530,3
1590,S,3,11
1593,T,531,-1
