time,actor,id,durationOrDestinationId
1200,T,401,-1
1201,T,402,-1
1201,T,400,2
1201,S,2,13
1205,T,403,-1
1206,T,402,0
1206,S,0,13
1206,T,401,3
1206,S,3,16
1210,T,404,-1
1211,T,403,1
1211,S,1,13
1212,T,405,-1
1214,T,404,2
1214,S,2,15
1216,T,406,-1
1217,T,407,-1
1219,T,405,0
1219,S,0,10
1221,T,408,-1
1222,T,406,3
1222,S,3,6
1224,T,409,-1
1224,T,407,1
1224,S,1,5
1228,T,408,3
1228,S,3,10
1229,T,410,-1
1229,T,410,2
1229,S,2,14
1229,T,409,0
1229,S,0,15
1231,T,411,-1
1231,T,411,1
1231,S,1,7
1232,T,412,-1
1236,T,413,-1
1238,T,412,1
1238,S,1,6
1238,T,413,3
1238,S,3,7
1239,T,414,-1
1241,T,415,-1
1243,T,414,2
1243,S,2,8
1244,T,415,0
1244,S,0,13
1245,T,416,-1
1245,T,416,1
1245,S,1,7
1247,T,417,-1
1247,T,417,3
1247,S,3,5
1249,T,418,-1
1251,T,419,-1
1251,T,418,2
1251,S,2,10
1252,T,419,1
1252,S,1,14
1256,T,420,-1
1256,T,420,3
1256,S,3,16
1260,T,421,-1
1260,T,421,0
1260,S,0,9
1262,T,422,-1
1262,T,422,2
1262,S,2,10
1263,T,423,-1
1264,T,424,-1
1266,T,423,1
1266,S,1,8
1269,T,425,-1
1269,T,424,0
1269,S,0,7
1272,T,425,2
1272,S,2,5
1273,T,426,-1
1273,T,426,3
1273,S,3,7
1276,T,427,-1
1276,T,427,0
1276,S,0,15
1277,T,428,-1
1277,T,428,2
1277,S,2,5
1282,T,429,-1
1282,T,429,3
1282,S,3,8
1284,T,430,-1
1284,T,430,2
1284,S,2,15
1285,T,431,-1
1285,T,431,1
1285,S,1,5
1286,T,432,-1
1289,T,433,-1
1290,T,433,1
1290,S,1,6
1290,T,432,3
1290,S,3,9
1294,T,434,-1
1294,T,434,0
1294,S,0,6
1296,T,435,-1
1296,T,435,1
1296,S,1,14
1301,T,436,-1
1301,T,436,3
1301,S,3,9
1305,T,437,-1
1305,T,437,0
1305,S,0,13
1308,T,438,-1
1308,T,438,2
1308,S,2,13
1309,T,439,-1
1310,T,439,1
1310,S,1,8
1311,T,440,-1
1311,T,440,3
1311,S,3,10
1312,T,441,-1
1317,T,442,-1
1318,T,441,1
1318,S,1,15
1318,T,442,0
1318,S,0,16
1321,T,443,-1
1321,T,443,2
1321,S,2,13
1324,T,444,-1
1324,T,444,3
1324,S,3,15
1327,T,445,-1
1330,T,446,-1
1333,T,445,1
1333,S,1,13
1334,T,446,0
1334,S,0,6
1335,T,447,-1
1335,T,447,2
1335,S,2,7
1339,T,448,-1
1339,T,448,3
1339,S,3,14
1341,T,449,-1
1341,T,449,0
1341,S,0,16
1344,T,450,-1
1344,T,450,2
1344,S,2,10
1345,T,451,-1
1346,T,452,-1
1346,T,451,1
1346,S,1,11
1348,T,453,-1
1349,T,454,-1
1350,T,455,-1
1353,T,456,-1
1353,T,452,3
1353,S,3,7
1354,T,453,2
1354,S,2,16
1357,T,457,-1
1357,T,454,0
1357,S,0,8
1357,T,455,1
1357,S,1,13
1359,T,458,-1
1360,T,456,3
1360,S,3,14
1363,T,459,-1
1365,T,457,0
1365,S,0,10
1366,T,460,-1
1369,T,461,-1
1370,T,458,2
1370,S,2,14
1370,T,459,1
1370,S,1,15
1371,T,462,-1
1374,T,460,3
1374,S,3,5
1375,T,463,-1
1375,T,461,0
1375,S,0,14
1376,T,464,-1
1379,T,465,-1
1379,T,462,3
1379,S,3,9
1382,T,466,-1
1384,T,463,2
1384,S,2,13
1385,T,464,1
1385,S,1,8
1386,T,467,-1
1387,T,468,-1
1388,T,465,3
1388,S,3,13
1389,T,469,-1
1389,T,466,0
1389,S,0,9
1393,T,470,-1
1393,T,467,1
1393,S,1,8
1397,T,471,-1
1397,T,468,2
1397,S,2,11
1398,T,469,0
1398,S,0,9
1400,T,472,-1
1401,T,470,1
1401,S,1,5
1401,T,471,3
1401,S,3,7
1405,T,473,-1
1406,T,472,1
1406,S,1,16
1407,T,474,-1
1407,T,473,0
1407,S,0,9
1408,T,475,-1
1408,T,474,2
1408,S,2,9
1408,T,475,3
1408,S,3,15
1409,T,476,-1
1413,T,477,-1
1416,T,478,-1
1416,T,476,0
1416,S,0,16
1417,T,477,2
1417,S,2,11
1421,T,479,-1
1422,T,480,-1
1422,T,478,1
1422,S,1,11
1423,T,481,-1
1423,T,479,3
1423,S,3,13
1426,T,482,-1
1428,T,480,2
1428,S,2,12
1431,T,483,-1
1432,T,481,0
1432,S,0,15
1433,T,482,1
1433,S,1,9
1435,T,484,-1
1436,T,483,3
1436,S,3,10
1439,T,485,-1
1440,T,484,2
1440,S,2,12
1442,T,486,-1
1442,T,485,1
1442,S,1,16
1443,T,487,-1
1444,T,488,-1
1446,T,486,3
1446,S,3,14
1447,T,489,-1
1447,T,487,0
1447,S,0,5
1450,T,490,-1
1452,T,488,0
1452,S,0,9
1452,T,489,2
1452,S,2,13
1453,T,491,-1
1455,T,492,-1
1458,T,493,-1
1458,T,490,1
1458,S,1,12
1460,T,491,3
1460,S,3,14
1461,T,494,-1
1461,T,492,0
1461,S,0,10
1465,T,495,-1
1465,T,493,2
1465,S,2,8
1469,T,496,-1
1470,T,494,1
1470,S,1,11
1471,T,495,0
1471,S,0,5
1473,T,496,2
1473,S,2,7
1474,T,497,-1
1474,T,497,3
1474,S,3,14
1475,T,498,-1
1476,T,498,0
1476,S,0,5
1479,T,499,-1
1480,T,499,2
1480,S,2,13
1484,T,500,-1
1484,T,500,1
1484,S,1,14
1486,T,501,-1
1486,T,501,0
1486,S,0,6
1487,T,502,-1
1488,T,502,3
1488,S,3,10
1490,T,503,-1
1491,T,504,-1
1492,T,503,0
1492,S,0,11
1493,T,504,2
1493,S,2,10
1495,T,505,-1
1497,T,506,-1
1498,T,506,3
1498,S,3,5
1498,T,505,1
1498,S,1,8
1499,T,507,-1
1503,T,507,3
1503,S,3,7
1504,T,508,-1
1504,T,508,2
1504,S,2,5
1506,T,509,-1
1506,T,509,1
1506,S,1,14
1510,T,510,-1
1510,T,510,0
1510,S,0,8
1511,T,511,-1
1511,T,511,2
1511,S,2,16
1516,T,512,-1
1516,T,512,3
1516,S,3,6
1519,T,513,-1
1519,T,513,0
1519,S,0,8
1520,T,514,-1
1520,T,514,1
1520,S,1,9
1522,T,515,-1
1522,T,515,3
1522,S,3,10
1526,T,516,-1
1527,T,516,0
1527,S,0,5
1529,T,517,-1
1529,T,517,1
1529,S,1,13
1532,T,518,-1
1532,T,518,3
1532,S,3,9
1533,T,519,-1
1533,T,519,2
1533,S,2,10
1537,T,520,-1
1537,T,520,0
1537,S,0,9
1539,T,521,-1
1540,T,522,-1
1541,T,521,3
1541,S,3,7
1542,T,522,1
1542,S,1,8
1545,T,523,-1
1545,T,523,2
1545,S,2,9
1550,T,524,-1
1550,T,524,0
1550,S,0,8
1552,T,525,-1
1552,T,525,3
1552,S,3,13
1556,T,526,-1
1556,T,526,2
1556,S,2,10
1558,T,527,-1
1558,T,527,1
1558,S,1,14
1561,T,528,-1
1561,T,528,0
1561,S,0,13
1565,T,529,-1
1565,T,529,3
1565,S,3,14
1569,T,530,-1
1569,T,530,2
1569,S,2,12
1574,T,531,-1
1574,T,531,0
1574,S,0,11
1576,T,532,-1
