waiting_time
0
0
0
0
0
0
14
0
98
83
43
66
64
111
117
79
20
63
49
70
19
91
50
115
96
39
89
53
31
97
22
0
0
0
0
0
12
54
0
0
0
5
0
0
3
7
0
0
0
48
0
0
19
9
0
0
0
0
0
0
29
55
3
36
62
22
0
0
10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
34
0
0
0
0
0
0
0
47
0
0
0
37
23
0
0
0
0
0
35
33
27
35
66
73
81
66
109
107
59
57
76
121
71
74
69
134
99
51
51
55
125
111
135
69
93
63
0
0
16
34
9
0
0
0
0
0
0
0
0
24
16
0
0
0
81
68
62
68
36
27
84
21
0
58
148
108
73
50
69
33
0
10
41
27
18
0
24
2
0
0
0
0
73
38
0
0
0
47
0
0
0
0
5
0
23
83
8
0
0
0
0
0
0
0
0
23
23
12
0
0
0
0
0
0
0
0
0
0
0
0
34
14
0
0
41
0
0
18
0
0
0
0
0
0
0
47
28
0
17
62
36
0
0
29
0
0
0
0
0
0
0
0
0
73
27
112
44
33
26
43
30
112
76
24
0
62
17
27
0
0
0
0
0
0
0
0
0
0
32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
23
5
5
0
0
0
22
9
6
0
5
0
0
0
0
12
36
14
0
0
21
7
42
52
92
30
53
111
126
71
78
117
96
73
45
116
98
59
35
68
78
20
0
6
1
42
54
46
1
0
64
125
70
20
113
78
28
78
109
34
33
95
88
44
66
120
97
86
92
61
18
0
20
20
0
5
0
0
0
0
0
0
58
0
49
0
11
0
65
32
16
32
23
28
21
0
0
0
0
0
0
0
0
0
0
7
0
0
0
0
0
0
10
5
41
0
0
0
11
0
0
0
0
0
44
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16
0
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
11
11
34
0
8
0
0
16
48
50
30
2
17
0
0
0
0
0
0
33
14
0
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
39
0
0
0
22
0
0
26
0
0
0
0
0
15
0
0
22
0
0
0
0
0
0
3
12
0
0
0
0
0
0
0
0
0
0
0
0
24
54
0
0
4
0
0
0
0
0
0
0
20
63
8
0
0
0
0
0
0
0
0
30
0
0
11
0
0
9
12
4
19
0
0
0
0
0
0
22
0
10
0
76
22
0
0
17
0
0
0
0
0
86
52
0
0
0
0
0
0
0
0
0
50
6
0
0
48
59
78
15
0
0
0
30
23
0
0
0
0
0
38
0
0
0
0
0
42
44
13
0
78
94
64
15
69
0
80
61
45
14
6
58
42
79
18
0
0
2
0
88
33
21
0
0
0
0
0
21
38
16
0
0
0
0
0
0
0
92
51
6
0
0
0
0
0
0
0
0
5
0
0
0
0
0
0
11
0
21
0
0
0
0
10
0
22
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
6
27
0
0
0
66
24
0
0
0
0
0
0
0
0
0
0
0
0
7
20
0
0
0
0
0
0
0
0
0
26
0
29
24
63
70
27
0
112
62
11
0
76
78
81
85
91
4
23
0
0
62
47
0
0
24
67
34
11
32
2
0
0
0
0
0
0
0
22
0
64
24
63
43
37
94
63
87
61
13
0
27
23
0
10
30
51
78
23
22
71
16
0
0
0
0
0
45
57
0
0
32
0
29
0
38
4
59
19
0
0
97
51
0
0
0
21
19
0
0
0
0
0
0
0
22
0
0
0
0
0
0
37
0
48
21
0
0
0
0
0
0
0
70
57
4
2
88
45
0
0
0
0
0
0
0
0
38
0
70
17
17
0
26
0
0
0
0
0
0
0
26
31
20
24
0
0
0
0
0
0
0
0
0
3
0
40
0
0
0
0
0
0
0
65
52
86
29
88
56
0
93
55
0
0
0
0
0
0
0
53
42
0
0
0
24
32
36
20
10
0
0
0
0
0
0
0
3
0
0
0
0
0
92
21
4
13
13
0
0
0
4
11
0
0
35
0
57
23
19
0
18
0
0
0
0
66
42
6
13
29
0
0
0
0
0
52
0
0
87
44
55
0
9
60
43
6
0
0
0
0
0
0
14
0
32
0
0
37
10
20
45
0
0
59
44
28
0
91
45
0
0
22
42
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
19
0
0
38
9
10
0
0
0
0
0
0
14
23
10
20
0
4
33
0
0
50
4
0
32
37
0
0
0
34
45
6
0
0
0
0
0
5
0
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
0
16
32
33
0
0
0
0
0
6
0
0
0
0
0
0
0
